Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
575,14:40.82,,Luke ANTHONY,,USA,7f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,906
576,14:40.85,,Mitchell HOPF,,USA,18f6,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,906
577,14:40.88,,Garrison CLARK,,USA,6f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,906
578,14:40.95,,Franklin LIVOLSI,,USA,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,906
579,14:41.56,,Jamie BURNS,,GBR,17f10,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,904
580,14:41.82,,Logan BROEDNER,,USA,12f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,903
581,14:41.97,,Mitchell DAILEY,,USA,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,903
582,14:42.22,,David REYNOLDS,,USA,5f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,902
583,14:42.27,,Ethan MYCHAJLONKA,,USA,4f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",21 FEB 2023,902
584,14:42.41,,Silas DERFEL,,USA,18f5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,901
585,14:42.47,,Logan ANDERSON,,USA,11,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,901
586,14:42.56,,Quintin GATONS,,USA,21,,"Norton Sports Center, Louisville, KY (USA) (i)",23 FEB 2023,901
587,14:42.60,,Jonathan CRAUN,,USA,6f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,901
587,14:42.60,,Ian MILLER,,USA,5,,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",24 FEB 2023,901
587,14:42.60,,Zachary AYERS,,USA,21f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,901
590,14:42.64,,Colin KANE,27 APR 2001,USA,14,,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2023,900
591,14:42.92,,Nate JENNINGS,,USA,7f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,899
592,14:42.96,,Aidan ROSS,,USA,18f10,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,899
593,14:43.00,,Samuel BURGESS,,USA,10f2,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,899
594,14:43.03,,Michael SILVERI,,USA,22f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,899
595,14:43.22,,Vince SIMONETTI,,USA,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,899
596,14:43.49,,Conor KOLKA,,USA,7f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,898
597,14:43.53,,Conan HARPER,22 APR 2005,GBR,20f7,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,898
598,14:43.70,,Joseph VISCONTI,,USA,8f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,897
599,14:43.71,,Aaron WITHROW,,USA,16,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2023,897
600,14:43.75,,Robert JENKINS,,USA,11f2,,"Mackal Fieldhouse, Kingston, RI (USA) (i)",25 FEB 2023,897
601,14:43.86,,Patrick CAROLAN,,USA,13f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,896
602,14:43.90,,William BENOIT,,USA,7f2,,"The Track at New Balance, Boston, MA (USA) (i)",18 FEB 2023,896
603,14:44.14,,Matt SCARDIGNO,,USA,9f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,896
604,14:44.46,,Alex SANDRAS,2001,CAN,15,,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2023,895
605,14:44.48,,Dennis FORTUNA,,USA,8f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,894
606,14:44.52,,Kgoagelo MOLOISI,,RSA,1f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,894
607,14:44.55,,Cruz FLORES,,USA,12,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,894
608,14:44.57,,Andrew HARRELL,,USA,14f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,894
609,14:44.66,,Connor WOODING,,USA,10f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,894
610,14:44.70,,Hunter MARINO,,USA,8f2,,"The Track at New Balance, Boston, MA (USA) (i)",18 FEB 2023,894
611,14:44.83,,Jack WHETSTONE,,USA,19f6,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,893
612,14:45.11,,Austin MATHEWS,,USA,12,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2023,892
613,14:45.13,,Alex HISLOP,,USA,15f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,892
614,14:45.21,,Seth MARTINEZ,,USA,12,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,892
615,14:45.25,,David HAINES,,USA,19f5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,892
616,14:45.64,,Thomas CHASTON,30 SEP 1999,USA,13,,"Convention Center, Albuquerque, NM (USA) (i)",25 FEB 2023,891
617,14:45.74,,Aidin HASAN,,USA,7f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,890
618,14:45.88,,David DORSEY,,USA,14f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,890
619,14:45.90,,Ryan SMITH,,USA,11f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,890
620,14:46.01,,Peter WALSDORF,,USA,13,,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2023,890
621,14:46.04,,Sean AHERN,,USA,19f10,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,889
622,14:46.10,,Owen MCARDLE,,USA,10f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,889
623,14:46.26,,Wynne THOMAS,,USA,16f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,889
624,14:46.28,,Josh JARPEY,,USA,13,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,889
625,14:46.32,,Jackson WATTS,,USA,18,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2023,889
626,14:46.36,,Mathurin BOUTTE,09 AUG 1998,FRA,13,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,888
627,14:46.42,,William MARCHANT,,USA,15f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,888
628,14:46.70,,Nick STRAIN,,USA,3f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,887
629,14:46.81,,Peter LAROCHELLE,,USA,1f1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",10 FEB 2023,887
630,14:46.83,,Philipp HAESSNER,,GER,14,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,887
631,14:46.91,,Evan BORK,,USA,4f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,887
632,14:46.92,,Sam ANGEVINE,,USA,12f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,887
633,14:46.94,,Steven STRUK,,USA,7,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",22 FEB 2023,887
634,14:47.19,,Jackson KEEFER,,USA,11f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,886
635,14:47.22,,Luis HERNANDEZ-PEREZ,,USA,8f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,886
636,14:47.29,,Andrew SNYDER,,USA,20f5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,885
637,14:47.36,,Dillon MCCLARY,,USA,9f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,885
638,14:47.37,,Kevin KONYAR,,USA,16f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,885
639,14:47.43,,Camilo TORRES,28 DEC 1992,COL,13,,"The Podium, Spokane, WA (USA) (i)",17 FEB 2023,885
640,14:47.61,,Henry KLITZKE,,USA,1,,"Myers Fieldhouse, Mankato, MN (USA) (i)",25 FEB 2023,884
641,14:47.66,,Colin CASO,,USA,12,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",10 FEB 2023,884
642,14:47.71,,Berkley NANCE,24 DEC 2005,USA,11f2,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,884
643,14:47.80,,Matthew BAUER,,USA,20f10,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,884
644,14:47.81,,Sam MARTENS,,USA,23f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,884
645,14:47.99,,Caleb GARNICA,,USA,14,,"Convention Center, Albuquerque, NM (USA) (i)",25 FEB 2023,883
646,14:48.02,,Spencer MOON,,USA,15,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",10 MAR 2023,883
647,14:48.05,,Jackson CALDWELL,,USA,13,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2023,883
648,14:48.18,,Evan LEIST,,USA,14,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",10 MAR 2023,883
649,14:48.20,,Carlos FERNANDES,,USA,13f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,883
650,14:48.21,,Anton BELOBORODOV,30 JAN 1994,RUS,8,,"LFK CSKA, Moskva (RUS) (i)",05 MAR 2023,882
651,14:48.25,,Caleb MCCURDY,,USA,17f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,882
652,14:48.44,,Riley BRUTVAN,,USA,3f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,882
653,14:48.49,,Gavin PRIOR,,USA,12f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,882
654,14:48.57,,Sam PETERSON,,USA,16f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,881
655,14:48.74,,Sam FULBRIGHT,,USA,14,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,881
656,14:48.76,,Ethan CAREY,,USA,4f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,881
657,14:48.88,,Jared SMITH,,USA,10f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,880
658,14:49.05,,Brendan MELLITT,,USA,5f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,880
659,14:49.18,,Nick ANKUTA,,USA,11f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,879
660,14:49.20,,Ethan BUSH,,USA,6f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,879
661,14:49.23,,Joshua CHU,,USA,1f1,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,879
662,14:49.26,,Paul BEAVEN,,USA,15,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,879
663,14:49.32,,Gabriel RODRIGUEZ,,USA,10f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,879
664,14:49.35,,Caleb KENYON,,USA,6,,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",24 FEB 2023,879
665,14:49.46,,Joseph WALSH,,USA,9f2,,"The Track at New Balance, Boston, MA (USA) (i)",18 FEB 2023,878
666,14:49.48,,Ahmed SADO,,USA,21f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,878
667,14:49.60,,Paul STAFFORD,03 JUN 2000,USA,22f5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,878
668,14:49.80,,Justin CASCIO,,USA,14f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,877
669,14:49.83,,Evan WHITE,,USA,5f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",21 FEB 2023,877
670,14:49.95,,Brady GEISLER,,USA,7f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,877
671,14:50.15,,Ben OLSON,02 APR 2000,USA,9,,"The DakotaDome, Vermillion, SD (USA) (i)",26 FEB 2023,876
672,14:50.20,,Nathan DUNN,,GBR,15,,"Convention Center, Albuquerque, NM (USA) (i)",25 FEB 2023,876
673,14:50.25,,Gavin SAACKE,,USA,19,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2023,876
674,14:50.30,,Ben BUTCHER,,USA,15,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,876
675,14:50.34,,Michael SKUTT,,USA,2f1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",10 FEB 2023,876
676,14:50.48,,Bryce DAVIS,,USA,15f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,875
677,14:50.50,,Jacob GALLANT,,USA,7,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",18 FEB 2023,875
678,14:50.58,,Elliot DOTSON,10 MAR 2004,USA,21f7,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,875
679,14:50.60,,Ty GARRETT,,USA,12f2,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,875
680,14:50.63,,Jack HAWES,,USA,20,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2023,875
681,14:50.70,,Owen NELSON,,USA,16,,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2023,875
682,14:50.71,,Luke ELLWOOD,,USA,10,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",22 FEB 2023,874
683,14:50.81,,Grady DAVIS,,USA,1,,"Myers Fieldhouse, Mankato, MN (USA) (i)",11 FEB 2023,874
684,14:50.92,,Sam COUTTS,,USA,11f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,874
685,14:51.02,,Callum SHERRY,,USA,13,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",10 FEB 2023,873
686,14:51.18,,Cameron KLEIMAN,,USA,5f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,873
687,14:51.36,,Dorian MIŠKULIN,22 MAR 1997,CRO,1,,"Velesajam Hall, Zagreb (CRO) (i)",18 FEB 2023,872
688,14:51.41,,Kenny WANLASS,,USA,2f1,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,872
689,14:51.45,,Jackson HARRISON,,USA,2,,"Myers Fieldhouse, Mankato, MN (USA) (i)",25 FEB 2023,872
690,14:51.49,,Cavan WILSON,,USA,21,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2023,872
691,14:51.59,,Daniel BURKHALTER,,USA,10,,"The DakotaDome, Vermillion, SD (USA) (i)",26 FEB 2023,872
692,14:51.73,,Stephen FAY,,IRL,5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,871
693,14:51.86,,Blake MORRIS,,USA,22,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2023,871
694,14:51.87,,Matthew DRIBEN,,USA,8f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,871
695,14:51.97,,Gavin GLAZA,12 AUG 2000,USA,22,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",24 FEB 2023,870
696,14:52.09,,Ben MELLOR,,USA,16f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,870
697,14:52.17,,Bobby HASTIE,,USA,17,,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2023,870
698,14:52.20,,Henry DENNEN,,USA,6,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,870
699,14:52.48,,Pierre-Yves NORMANDIN,1999,CAN,17f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,869
700,14:52.57,,Charles CAVEN,,USA,11,,"The DakotaDome, Vermillion, SD (USA) (i)",26 FEB 2023,869
700,14:52.57,,Evan MARKELZ,,USA,1,,"The Podium, Spokane, WA (USA) (i)",09 DEC 2023,869
702,14:52.84,,Grant CRABTREE,22 MAY 2003,USA,16,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,868
703,14:52.96,,Marty DOLAN,,USA,18f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,867
704,14:53.02,,Timofey YEGINOV,01 JAN 2000,RUS,9,,"LFK CSKA, Moskva (RUS) (i)",05 MAR 2023,867
705,14:53.22,,João PEREIRA,19 FEB 2003,POR,15,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",10 MAR 2023,867
706,14:53.23,,Josh RODGERS,,USA,17,,"Convention Center, Albuquerque, NM (USA) (i)",25 FEB 2023,866
707,14:53.25,,Zach SPERGEL,,USA,3f1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",10 FEB 2023,866
708,14:53.29,,David MCGLYNN,05 MAY 1999,IRL,23,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",24 FEB 2023,866
709,14:53.38,,Peter SORENSEN,,USA,7,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,866
710,14:53.40,,Silas WINDERS,,USA,14,,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2023,866
710,14:53.40,,Thomas RICE,,USA,13f2,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,866
712,14:53.46,,Ryan PROULX,,USA,12f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,866
713,14:53.51,,Guillaume OUELLET,1986,CAN,18f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,866
714,14:53.66,,Bronson VENABLE,,USA,12f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,865
715,14:53.71,,Troy SILVESTRI,,USA,3f1,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,865
716,14:53.78,,Grayson CROCKETT,,USA,8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,865
717,14:53.81,,Hayden HUNT,,USA,9f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,865
718,14:53.87,,Christopher MYERS,,USA,4f1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",10 FEB 2023,864
719,14:53.91,,Jacob LEHMANN DUKE,,USA,10f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,864
720,14:54.05,,Anton MICHNA,,USA,14,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2023,864
721,14:54.08,,Cameron STUARD,,USA,16,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,864
722,14:54.54,,Eoin RICHARDS,,IRL,13f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,862
723,14:54.59,,Gavin MCELHENNON,,USA,16,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",10 MAR 2023,862
724,14:54.69,,Amos PKEMOI,,KEN,6f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",21 FEB 2023,862
725,14:54.96,,Claudio ROCHA,,USA,6f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,861
725,14:54.96,,Tomas VEGA,04 JAN 2002,ARG,1,,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2023,861
727,14:55.06,,Nathan HERBST,,USA,7f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",21 FEB 2023,861
728,14:55.12,,Brody KEMBLE,,USA,2,,"The Podium, Spokane, WA (USA) (i)",09 DEC 2023,860
729,14:55.15,,Jack CASEY,,USA,18,,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2023,860
730,14:55.16,,Drew TOPOLY,,USA,14f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,860
731,14:55.18,,William LAMBURN,,USA,20f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,860
732,14:55.27,,Alex SOLBERG,,USA,17,,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",24 FEB 2023,860
733,14:55.28,,Nate BOUTIN,,USA,24f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,860
734,14:55.60,,Sean RIEDEL,,USA,19f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,859
735,14:55.90,,Matthew BRIDGER,2000,CAN,19,,"Armory Track&Field Center, New York, NY (USA) (i)",27 JAN 2023,858
735,14:55.90,,Levi TAYLOR,31 MAY 2001,USA,2,,"Brick Breeden Fieldhouse, Bozeman, MT (USA) (i)",07 DEC 2023,858
737,14:56.13,,Sean O'CONNELL,,USA,14f2,,"Mackal Fieldhouse, Kingston, RI (USA) (i)",25 FEB 2023,857
737,14:56.13,,Isai RODRIGUEZ,13 MAR 1998,USA,16,,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,857
739,14:56.16,,German VEGA,04 JAN 2002,ARG,2,,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2023,857
740,14:56.36,,Luke LUSSKIN,,USA,18f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,857
741,14:56.43,,Oussama AJALA,,USA,2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",10 FEB 2023,856
742,14:56.44,,Ryan SHANAHAN,,USA,8f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,856
743,14:56.64,,Nolan TURGEON,2004,CAN,19f9,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,856
744,14:57.07,,Bret GREENE,,USA,3f2,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,854
745,14:57.15,,Grant GATTUSO,,USA,12f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,854
745,14:57.15,,Cole PERRY,18 MAR 2004,USA,17,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,854
747,14:57.21,,Harry GOULD,,USA,13f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,854
748,14:57.26,,Titus KIPTOO,,KEN,2,,"Myers Fieldhouse, Mankato, MN (USA) (i)",11 FEB 2023,854
749,14:57.37,,Kevin JUMPER,,USA,9,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,853
750,14:57.57,,Dawson STROM,,USA,3,,"Myers Fieldhouse, Mankato, MN (USA) (i)",25 FEB 2023,853
751,14:57.60,,Grey CONOVER,,USA,14f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,853
752,14:57.87,,Patrick DONOVAN,,USA,20f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,852
753,14:57.98,,Dylan MAY,,USA,15f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,851
754,14:58.08,,Tyler SULLIVAN,,USA,11f2,,"The Track at New Balance, Boston, MA (USA) (i)",18 FEB 2023,851
755,14:58.17,,Sebastien VICARY,,GBR,2,,"The Track at New Balance, Boston, MA (USA) (i)",16 FEB 2023,851
756,14:58.21,,Jarrett KIRK,,USA,22f7,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,851
757,14:58.26,,Thomas CAIN,,USA,18,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2023,851
758,14:58.30,,Jonathan THRUSH,,USA,3,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",10 FEB 2023,850
759,14:58.56,,Alex JORDAN,,USA,4f1,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,850
760,14:58.62,,Thomas WHITE,,USA,10,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",04 FEB 2023,849
761,14:58.85,,Ryan TOBIN,,USA,21f7,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,849
762,14:58.86,,Michael SAHAGUN,,USA,19f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,849
763,14:59.03,,Emmanuel PEREZ,,USA,14f2,,"The Track at New Balance, Boston, MA (USA) (i)",11 MAR 2023,848
764,14:59.10,,Ethan BILLINGS,,USA,16f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,848
765,14:59.14,,Oliver CHANG,,USA,20f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",11 FEB 2023,848
766,14:59.40,,Samuel ASHLEY,,USA,3,,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2023,847
767,14:59.43,,Linus VENNEMANN,2000,GER,21f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,847
768,14:59.57,,Yates HOCKADAY,,USA,8,,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",24 FEB 2023,846
769,14:59.62,,Noah MURASMITH,,USA,14,,"The Podium, Spokane, WA (USA) (i)",17 FEB 2023,846
770,14:59.64,,Rob MCMANUS,,USA,3,,"Brick Breeden Fieldhouse, Bozeman, MT (USA) (i)",07 DEC 2023,846
771,14:59.69,,Natnael ENRIGHT,,USA,8f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",21 FEB 2023,846
772,14:59.75,,Nicholas GOLDSTEIN,,USA,13f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2023,846
